 Year,Make,Vehicle Class,Engine_Size_L,Cylinders,Transmission,Fuel_Type,FC_City ,FC_Hwy,FC_Comb,Comb_mpg,CO2_Emissions,CO2_Rating,Smog_Rating
2021,Toyota,Pickup truck: Small,3.5,6,M6,X,13.8,11.4,12.7,22,299,3,5
2021,Toyota,Pickup truck: Small,3.5,6,M6,X,13.8,11.7,12.9,22,300,3,5
2021,Toyota,Pickup truck: Standard,5.7,8,AS6,X,17.7,13.6,15.9,18,371,2,5
2021,Toyota,Pickup truck: Standard,5.7,8,AS6,X,18,14.2,16.3,17,382,1,5
2021,Toyota,SUVSmall,2.5,4,AV,X,5.9,6.4,6.1,46,141,8,7
2021,Volkswagen,Full-size,2,4,AS8,Z,11.6,7.7,9.8,29,230,5,3
2021,Volkswagen,SUVSmall,2,4,AS8,X,11.7,9.9,10.9,26,256,4,3
2021,Volkswagen,SUVStandard,3.6,6,AS8,X,14.6,10.9,12.9,22,301,3,5
2021,Volkswagen,SUVSmall,2,4,AS8,X,11.7,10,10.9,26,257,4,3
2021,Volkswagen,SUVSmall,3.6,6,AS8,X,13.8,10.4,12.3,23,289,3,5
2021,Volkswagen,Compact,1.4,4,AS8,X,8.2,6.5,7.5,38,174,7,7
2021,Volkswagen,Compact,1.4,4,M6,X,8,6.1,7.1,40,166,7,7
2021,Volkswagen,Compact,2,4,AM7,X,9.7,7.3,8.6,33,201,6,7
2021,Volkswagen,Compact,2,4,M6,X,10.1,7.9,9.1,31,213,5,7
2021,Volkswagen,Compact,1.4,4,AS8,X,8,6,7.1,40,165,7,7
2021,Volkswagen,Compact,1.4,4,M6,X,7.9,5.8,6.9,41,162,7,7
2021,Volkswagen,Compact,2,4,AM7,X,9.7,6.8,8.4,34,195,6,7
2021,Volkswagen,Compact,2,4,M6,X,9.7,7,8.5,33,198,6,7
2021,Volkswagen,Midsize,2,4,AS6,X,9.8,6.6,8.3,34,195,6,7
2021,Volkswagen,SUVSmall,2,4,AS8,X,10.4,8.1,9.4,30,219,5,7
2021,Volkswagen,SUVSmall,2,4,AS8,X,11,8.6,9.9,29,232,5,7
2021,Volvo,Compact,2,4,AS8,Z,10,6.8,8.6,33,200,6,5
2021,Volvo,Compact,2,4,AS8,Z,10.8,7.2,9.2,31,215,5,5
2021,Volvo,Compact,2,4,AS8,Z,11,7.4,9.4,30,219,5,7
2021,Volvo,Midsize,2,4,AS8,Z,11.3,7.5,9.6,29,224,5,7
2021,Volvo,Station wagon: Small,2,4,AS8,Z,10,6.8,8.6,33,200,6,5
2021,Volvo,Station wagon: Small,2,4,AS8,Z,11.3,7.5,9.6,29,224,5,7
2021,Volvo,Station wagon: Small,2,4,AS8,Z,10.8,7.7,9.4,30,220,5,5
2021,Volvo,SUVSmall,2,4,AS8,X,10.7,7.6,9.3,30,217,5,5
2021,Volvo,SUVSmall,2,4,AS8,Z,10.7,7.7,9.4,30,219,5,5
2021,Volvo,SUVSmall,2,4,AS8,Z,11.1,8.3,9.9,29,230,5,5
2021,Volvo,SUVSmall,2,4,AS8,Z,11.7,8.6,10.3,27,240,5,7
2021,Volvo,SUVStandard,2,4,AS8,Z,11.5,8.4,10.1,28,236,5,5
2021,Volvo,SUVStandard,2,4,AS8,Z,12.1,8.5,10.5,27,245,5,7
